OBJECTID,6 Digit Tract Code,Census ID,1.1: Proximity to schools (raw values),1.2: Proximity to modernized schools (raw values),1.3: Proximity to playgrounds (raw values),1.4: Proximity to crossing guards (raw values),1.5: Safe routes to school (raw values),1.6: Proximity to libraries (raw values),1.7: Access to wireless hotspots (raw values),1.8: Access to broadband internet (raw values),1.9: Proximity to recreation centers (raw values),2.1: Travel time to work (raw values),3.1: Proximity to banking institutions (raw values),3.2: Proximity to cash checking institutions (raw values),4.1: Housing stock quality (raw values),4.2: Share of homes built since 1970 (raw values),4.3: Distribution of affordable housing (raw values),4.4: Proximity to vacant or blighted houses (raw values),5.1: Proximity to Metro bus (raw values),5.2: Proximity to Metro station (raw values),5.3: Proximity to Capital Bikeshare locations (raw values),5.4: Access to bike lanes (raw values),5.5: Sidewalk quality (raw values),5.6: Parking availability (raw values),6.1: Proximity to grocery stores (raw values),6.2: Low Food Access areas (raw values),6.3: Proximity to farmers markets (raw values),6.4: Availability of healthy food within stores (raw values),6.5: Proximity to restaurants (raw values),6.6: Proximity to liquor stores (raw values),7.1: Proximity to health care facilities (raw values),7.2: Proximity to mental health facilities and providers (raw values),8.1: Tree canopy (raw values),8.2: Proximity to parks (raw values),8.3: Proximity to trails (raw values),8.4: Presence of mix of land uses (raw values),8.5: Positive land uses (raw values),8.6: Flood Plains (raw values),9.1: Proximity to vacant lots (raw values),9.2: Streetlight coverage (raw values),9.3: Proximity to police department locations (raw values),9.4: Proximity to fire stations (raw values),9.5: Proximity to High Injury Network Corridors (raw values),1.1: Proximity to schools (percentiles),1.2: Proximity to modernized schools (percentiles),1.3: Proximity to playgrounds (percentiles),1.4: Proximity to crossing guards (percentiles),1.5: Safe routes to school (percentiles),1.6: Proximity to libraries (percentiles),1.7: Access to wireless hotspots (percentiles),1.8: Access to broadband internet (percentiles),1.9: Proximity to recreation centers (percentiles),2.1: Travel time to work (percentiles),3.1: Proximity to banking institutions (percentiles),3.2: Proximity to cash checking institutions (percentiles),4.1: Housing stock quality (percentiles),4. 2: Share of homes built since 1970 (percentiles),4.3: Distribution of affordable housing (percentiles),4.4: Proximity to vacant or blighted houses (percentiles),5.1: Proximity to Metro bus (percentiles),5.2: Proximity to Metro station (percentiles),5.3: Proximity to Capital Bikeshare locations (percentiles),5.4: Access to bike lanes (percentiles),5.5: Sidewalk quality (percentiles),5.6: Parking availability (percentiles),6.1: Proximity to grocery stores (percentiles),6.2: Low Food Access areas (percentiles),6.3: Proximity to farmers markets (percentiles),6.4: Availability of healthy food within stores (percentiles),6.5: Proximity to restaurants (percentiles),6.6: Proximity to liquor stores (percentiles),7.1: Proximity to health care facilities (percentiles),7.2: Proximity to mental health facilities and providers (percentiles),8.1: Tree canopy (percentiles),8.2: Proximity to parks (percentiles),8.3: Proximity to trails (percentiles),8.4: Presence of mix of land uses (percentiles),8.5: Positive land uses (percentiles),8.6: Flood Plains (percentiles),9.1: Proximity to vacant lots (percentiles),9.2: Streetlight coverage (percentiles),9.3: Proximity to police department locations (percentiles),9.4: Proximity to fire stations (percentiles),9.5: Proximity to High Injury Network Corridors (percentiles),Driver 1: Education (percentiles),Driver 2: Employment (percentiles),Driver 3: Financial Institutions (percentiles),Driver 4: Housing (percentiles),Driver 5: Transportation (percentiles),Driver 6: Food Environment (percentiles),Driver 7: Medical Care (percentiles),Driver 8: Outdoor Environment (percentiles),Driver 9: Community Safety (percentiles),Overall Driver Score (percentiles),Bottom 10th percentile census tracts,Driver 1: Education (raw values),Driver 2: Employment (raw values),Driver 3: Financial Institutions (raw),Driver 4: Housing (raw values),Driver 5: Transportation (raw values),Driver 6: Food Environment (raw values),Driver 7: Medical Care (raw values),Driver 8: Outdoor Environment (raw values),Driver 9: Community Safety (raw values)
108,008803,11001008803,0.999902,0.307632,0.160133,0.054962,0.356562,0.124168,0.999902,0.795707,0.988212,0.79379,0.999902,9.8E-05,0.068271,0.431748,0.470661,0.763817,0.362305,0.534291,0.737999,0.117637,0.997412,0.866491,0.999902,0.435909,0.515223,0.999902,0.767608,9.8E-05,0.999902,0.571477,0.131257,0.615847,0.14448,0.968472,0.816767,1,0.938652,0.175657,0.178393,0.512042,0.787183,0.786408,0.456311,0.199029,0.393204,0.791262,0.121359,0.791262,0.230392,0.325243,0.461165,0.796117,0.169903,0.407767,0.759804,0.95098,0.674757,0.203883,0.354369,0.524272,0.684466,0.927184,0.067961,0.825243,0.436893,0.26699,0.883495,0.519417,0.218447,0.820388,0.364078,0.101942,0.57767,0.368932,1,0.330097,0.686893,0.402913,0.121359,0.432039,0.213592,0.276699,0.485437,0.461165,0.580097,0.878641,0.184466,0.65534,0.752427,0.393204,0.024272,0.509709,0,0.498469,0.461165,0.48301,0.698327,0.356825,0.535932,0.706311,0.480097,0.274612
109,008804,11001008804,0.999902,0.03284,0.608835,0.135872,0,0.314066,0.999902,0.802198,0.999902,0.761559,0.999902,9.8E-05,0,0.078552,0.045125,0.589909,0.488431,0,0.481664,0.052791,0.99608,0.870934,0.999902,0.30404,0.535283,0.999902,0.757696,9.8E-05,0.999902,0.671927,0.145176,0,0,0.955882,0.903218,1,0.819927,0.2828,0.734872,0.753395,0.884864,0.791262,0.291262,0.470874,0.660194,0.313107,0.228155,0.796117,0.25,0.825243,0.349515,0.800971,0.165049,0.046117,0.132353,0.480392,0.519417,0.34466,0.075243,0.349515,0.470874,0.88835,0.07767,0.830097,0.330097,0.286408,0.88835,0.5,0.213592,0.825243,0.432039,0.135922,0.080097,0.133495,0.995146,0.524272,0.686893,0.18932,0.451456,0.660194,0.325243,0.572816,0.65534,0.349515,0.580097,0.11165,0.063107,0.645631,0.781553,0.038835,0.441748,0.315534,0,0.557646,0.349515,0.48301,0.29457,0.288891,0.524403,0.726942,0.359223,0.459563
110,008903,11001008903,0.999899147,0.22206352,0.793043012,0.090399591,0,0.999899147,0.999899147,0.904677324,0.999899147,0.612661675,0.999899147,0.000100853,0.129581163,0.297542735,0.238247863,0.117261894,0.824154762,0,0.602000022,0.023125232,0.998570748,0.915064315,0.99976958,0.97452199,0.999899147,0.962387032,0.886866182,0.000100853,0.999849269,0,0.140889831,0,0,0.626018442,0.995898215,1,0.710121229,0.347061564,0.35578233,0.92020619,0.78035632,0.422330097,0.417475728,0.601941748,0.490291262,0.313106796,0.805825243,0.446601942,0.519607843,0.582524272,0.067961165,0.5,0.354368932,0.538834951,0.539215686,0.867647059,0.087378641,0.883495146,0.075242718,0.432038835,0.36407767,0.970873786,0.344660194,0.461165049,0.825242718,0.723300971,0.490291262,0.621359223,0.509708738,0.373786408,0.063106796,0.116504854,0.080097087,0.133495146,0.582524272,0.980582524,0.686893204,0.087378641,0.703883495,0.509708738,0.432038835,0.247572816,0.475728155,0.067961165,0.279126214,0.504854369,0.427184466,0.67961165,0.286407767,0.04368932,0.305825243,0.184466019,0,0.497162336,0.067961165,0.427184466,0.508269084,0.472570388,0.552315911,0.296116505,0.359708738,0.419514563
111,002702,11001002702,0.99990278,0.018507032,0.775836856,0.079380851,0.163226266,0.99990278,0.99990278,0.956745182,0.950824804,0.784255319,0.99990278,9.72199E-05,0.127979064,0.038461538,0.068681319,0.373725263,0.777530635,0.998256454,0.792316512,0.177402118,0.992877493,0.932147687,0.99990278,0.960088382,0.99990278,0.710159605,0.611488805,9.72199E-05,0.99990278,0.935508791,0.446904503,0.989676509,0.671098755,0.563118939,0.997216174,0.943743966,1,0.404342918,0.83148241,0.99990278,1,0.800970874,0.262135922,0.59223301,0.466019417,0.72815534,0.893203883,0.805825243,0.769607843,0.281553398,0.422330097,0.810679612,0.155339806,0.533980583,0.034313725,0.588235294,0.300970874,0.800970874,0.577669903,0.54368932,0.791262136,0.631067961,0.59223301,0.839805825,0.800970874,0.893203883,0.373786408,0.417475728,0.203883495,0.834951456,0.538834951,0.834951456,0.766990291,0.665048544,0.412621359,0.990291262,0.257281553,0.825242718,0.883495146,0.723300971,0.878640777,0.912621359,0.747572816,0.422330097,0.580097087,0.213592233,0.834951456,0.689320388,0.808252427,0.936893204,0.980582524,0.849514563,0,0.615002142,0.422330097,0.483009709,0.364375119,0.645703883,0.560689334,0.76092233,0.645145631,0.850970874
112,008301,11001008301,0.999908,0.999908,0.648421,0.479485,0.030827,0.999908,0.999908,0.994326,0.999908,0.883133,0.999908,9.2E-05,0.161795,0.297806,0.011285,0.278997,0.469358,0.999908,0.966254,0.366355,0.962836,0.927353,0.999908,0.922335,0.948298,0.999908,0.999908,9.2E-05,0.999908,0.999908,0.222474,0.146434,0.754001,0.660595,0.888158,1,1,0.352099,0.351217,0.999908,0.788681,0.975728,0.975728,0.524272,0.980583,0.650485,0.975728,0.975728,0.970588,0.975728,0.747573,0.975728,0.029126,0.57767,0.544118,0.308824,0.218447,0.320388,0.980583,0.674757,0.990291,0.033981,0.514563,0.975728,0.762136,0.451456,0.980583,0.980583,0.029126,0.975728,0.985437,0.359223,0.271845,0.718447,0.650485,0.5,0.686893,0.825243,0.742718,0.504854,0.975728,0.286408,1,0.747573,0.757282,0.31068,0.68932,0.946602,0.985437,0.599515,0.854369,0.941748,0,0.912721,0.747573,0.502427,0.412264,0.57649,0.748796,0.978155,0.52233,0.643835
113,001600,11001001600,0.983670157,0,0.000401187,0.037260606,0,0.45431495,0.961699336,0.920496894,0.858599367,0.678351784,0.530308904,0.955760048,0.299107074,0.069380734,0.050458716,0.757442966,0.321999347,0.043350404,0.098354777,0,0.992935445,0.971887206,0.619706881,0.351478187,0.000169873,0.084349561,0.117235148,0.369219342,0.121102355,0.608980119,0.620437402,0.445023584,0.560183153,0.532274065,0.987171152,0.895543354,0.976111848,0.284430085,0,0.223473747,0.978020207,0.116504854,0.11407767,0.053398058,0.330097087,0.313106796,0.296116505,0.13592233,0.56372549,0.213592233,0.160194175,0.024271845,0.970873786,0.733009709,0.102941176,0.5,0.665048544,0.160194175,0.184466019,0.053398058,0.106796117,0.63592233,0.941747573,0.223300971,0.36407767,0.063106796,0.233009709,0.077669903,0.961165049,0.033980583,0.393203883,0.941747573,0.480582524,0.59223301,0.247572816,0.932038835,0.194174757,0.514563107,0.466019417,0.165048544,0.101941748,0.791262136,0.087378641,0.160194175,0.645631068,0.485436893,0.373786408,0.038834951,0.077669903,0.781553398,0.32038835,0.155339806,0,0.231903198,0.160194175,0.497572816,0.500249857,0.458242718,0.196752031,0.123786408,0.559708738,0.424514563
114,010500,11001010500,0.999898113,0.815720444,0.722321232,0.022484386,0.430682761,0.999898113,0.999898113,0.907577019,0.999317564,0.825445072,0.999898113,0.000101887,0.309309555,0.404340836,0.052652733,0.919036803,0.400636329,0.999898113,0.720763022,0.056638694,0.988538682,0.836806906,0.999898113,0.462897719,0.9509698,0.055547387,0.882809861,0.000101887,0.999898113,0.294782561,0.173134006,0.868036056,0.25108163,0.783951575,0.773412836,0.163236593,0.998537853,0.264267687,0.999898113,0.999898113,0.945672642,0.349514563,0.640776699,0.553398058,0.281553398,0.830097087,0.781553398,0.378640777,0.539215686,0.36407767,0.611650485,0.436893204,0.393203883,0.752427184,0.720588235,0.524509804,0.849514563,0.266990291,0.733009709,0.514563107,0.485436893,0.339805825,0.019417476,0.611650485,0.466019417,0.470873786,0.22815534,0.616504854,0.577669903,0.548543689,0.247572816,0.194174757,0.67961165,0.422330097,0.878640777,0.237864078,0.004854369,0.616504854,0.40776699,0.849514563,0.694174757,0.718446602,0.495145631,0.611650485,0.208737864,0.898058252,0.106796117,0.427184466,0.458737864,0.067961165,0.86407767,0.451456311,0,0.502213021,0.611650485,0.415048544,0.711759947,0.323145631,0.40923349,0.473300971,0.37184466,0.649902913
115,009204,11001009204,0.999901585,0,0.9995038,0.201737499,0,0,0.999901585,0.65616622,0.999901585,0.751306165,0.999901585,9.8415E-05,0.189364672,0.332048812,0.572896596,0.564794043,0.647891086,0.999901585,0.997907162,0.136085906,0.995408632,0.850497979,0.999901585,0.815781973,0.999901585,0.999901585,0.800867505,9.8415E-05,0.999901585,0.999901585,0.148779848,0.577585295,0.778576083,0.758675349,0.79158578,1,0.986205592,0.209349164,0,0.999901585,0.890838182,0.708737864,0.11407767,0.800970874,0.786407767,0.313106796,0.024271845,0.723300971,0.039215686,0.776699029,0.330097087,0.733009709,0.208737864,0.616504854,0.598039216,0.970588235,0.5,0.660194175,0.834951456,0.72815534,0.708737864,0.844660194,0.038834951,0.781553398,0.718446602,0.849514563,0.86407767,0.567961165,0.276699029,0.77184466,0.854368932,0.145631068,0.563106796,0.72815534,0.830097087,0.286407767,0.686893204,0.533980583,0.203883495,0.165048544,0.825242718,0.587378641,0.509708738,0.330097087,0.524271845,0.849514563,0.572815534,0.883495146,0.844660194,0.669902913,0.422330097,0.776699029,0,0.506763992,0.330097087,0.470873786,0.671283076,0.518174757,0.687024405,0.792475728,0.536407767,0.452815534
116,007304,11001007304,0.999902,0.628657,0.170964,0.100629,0.383593,0.496442,0.919376,0.76492,0.835076,0.748201,0.90008,0.193748,0.030261,0.605175,0.328701,0.79361,0.532051,0.602026,0.361037,0,0.992968,0.906596,0.472343,0.656606,0.760422,0.905751,0.074958,0.049977,0.942145,0.480592,0.488185,0.165795,0.435523,0.61955,0.527692,0.790613,0.86612,0.229256,0,0.182562,0.84129,0.757282,0.57767,0.203883,0.529126,0.81068,0.320388,0.11165,0.176471,0.199029,0.315534,0.126214,0.757282,0.271845,0.877451,0.911765,0.73301,0.427184,0.38835,0.23301,0.106796,0.640777,0.281553,0.179612,0.645631,0.378641,0.456311,0.053398,0.854369,0.26699,0.300971,0.868932,0.300971,0.519417,0.563107,0.019417,0.101942,0.23301,0.262136,0.165049,0.097087,0.42233,0.383495,0.315534,0.36165,0.883495,0.135922,0.262136,0.252427,0.160194,0.014563,0.101942,0,0.470395,0.315534,0.441748,0.698518,0.338922,0.308638,0.275485,0.416505,0.246699
117,003000,11001003000,0.999908189,0.999908189,0.842139381,0.51183786,0.999908189,0.999908189,0.999908189,0.748948949,0.999908189,0.843563281,0.999908189,9.18108E-05,0.287224119,0.338888889,0.307777778,0.184685757,0.88441426,0.999908189,0.999908189,0.072685152,0.994224789,0.941214274,0.999908189,1,0.999908189,0.999908189,0.999908189,9.18108E-05,0.999908189,0.999908189,0.214217099,0.999908189,0,0.557577344,0.973981927,1,0.857713459,0.370064687,0.999908189,0.999908189,0.85611138,0.980582524,0.980582524,0.631067961,0.990291262,1,0.980582524,0.980582524,0.137254902,0.980582524,0.665048544,0.980582524,0.024271845,0.694174757,0.62254902,0.897058824,0.150485437,0.936893204,0.985436893,0.980582524,0.548543689,0.757281553,0.660194175,0.980582524,0.932038835,0.980582524,0.985436893,0.985436893,0.024271845,0.980582524,0.990291262,0.344660194,0.985436893,0.133495146,0.378640777,0.82038835,0.686893204,0.22815534,0.786407767,1,0.980582524,0.490291262,0.995145631,0.665048544,0.757281553,0.689320388,1,0.995145631,0.990291262,0.733009709,0.922330097,0.995145631,0,0.903498001,0.665048544,0.502427184,0.591067009,0.794169903,0.878649958,0.983009709,0.55,0.714660194
118,007502,11001007502,0.999902,0.92636,0.127147,0.263115,0,0.365617,0.999902,0.645765,0.988954,0.668491,0.999902,9.8E-05,0.03556,0.551134,0.187413,0.49865,0.654928,0,0.258102,0,0.991115,0.898159,0.999902,0.450211,0.832231,0.857742,0.632923,0.010035,0.999902,0.999902,0.33891,0,0.603732,0.556806,0.939437,1,0.898575,0.158812,0.929767,0.887058,0.777636,0.699029,0.669903,0.165049,0.873786,0.313107,0.242718,0.713592,0.029412,0.330097,0.150485,0.723301,0.213592,0.291262,0.852941,0.823529,0.412621,0.679612,0.075243,0.15534,0.106796,0.466019,0.18932,0.771845,0.456311,0.417476,0.432039,0.441748,0.800971,0.762136,0.849515,0.703883,0.080097,0.626214,0.373786,0.640777,0.686893,0.276699,0.087379,0.742718,0.402913,0.23301,0.461165,0.150485,0.519417,0.699029,0.043689,0.504854,0.834951,0.580097,0.067961,0.366505,0,0.492922,0.150485,0.468447,0.595089,0.269774,0.434377,0.783981,0.520874,0.333301
119,007503,11001007503,0.999895,0,0.040523,0.225248,0.845319,0.728559,0.999895,0.748853,0.904567,0.681456,0.999895,0.000105,0.005985,0.232305,0.283122,0.135027,0.71893,0.924555,0.951027,0,0.972362,0.874984,0,0.090121,0.999895,0.999895,0.925689,0.000105,0.999895,0.999895,0.279284,0.884159,0.386722,0.769994,0.934721,0.966182,0.35741,0.341528,0,0.999895,0.906772,0.228155,0.114078,0.116505,0.820388,0.912621,0.417476,0.262136,0.132353,0.252427,0.174757,0.330097,0.490291,0.145631,0.426471,0.892157,0.116505,0.742718,0.5,0.65534,0.106796,0.07767,0.082524,0.024272,0.131068,0.645631,0.631068,0.665049,0.68932,0.461165,0.684466,0.548544,0.694175,0.504854,0.834951,0.621359,0.296117,0.004854,0.68932,0.165049,0.626214,0.61165,0.237864,0.174757,0.099515,0.262136,0.11165,0.519417,0.514563,0.752427,0.461165,0.18932,0,0.388689,0.174757,0.410194,0.395191,0.327257,0.439331,0.51699,0.554369,0.463252
120,000902,11001000902,0.80218292,0,0.345687619,0.03590111,0,0.247613975,0.61989607,0.963827305,0.610647683,0.904220779,0.743733666,0.775741401,0.397446134,0.347678369,0,0.982909894,0.210090532,0,0.155370741,0,0.992676431,0.984670192,0.224476464,0.44740059,0.245290481,0,0.33131755,0.368697355,0.22771201,0,0.669364508,0.312270031,0.94027472,0.543705003,0.948168431,0.727288677,0.985030652,0.217013024,0,0.151539841,1,0.053398058,0.11407767,0.300970874,0.315533981,0.313106796,0.17961165,0.033980583,0.81372549,0.106796117,0.834951456,0.077669903,0.927184466,0.825242718,0.632352941,0.090686275,0.936893204,0.077669903,0.075242718,0.087378641,0.106796117,0.606796117,0.985436893,0.126213592,0.451456311,0.155339806,0.101941748,0.223300971,0.95631068,0.048543689,0.063106796,0.980582524,0.40776699,0.888349515,0.286407767,0.689320388,0.072815534,0.529126214,0.22815534,0.165048544,0.072815534,0.912621359,0.072815534,0.834951456,0.757281553,0.752427184,0.315533981,0.058252427,0.019417476,0.796116505,0.203883495,0.356796117,0,0.213274557,0.834951456,0.502427184,0.621293785,0.441541262,0.210292066,0.052184466,0.567475728,0.393058252
121,001500,11001001500,0.726618454,0,0.143312307,0.00367278,0,0.055214216,0.374366524,0.957950701,0.355498146,0.814814815,0.651270968,0.956501765,0.362557795,0.041344843,0,0.943786795,0.227237278,0,0.069300895,0,0.99309479,0.98618258,0.052954594,0.512523073,0.203935702,0,0,0.927791815,0.018349604,0.000813186,0.764907064,0.183884989,0.785254883,0.5,0.955048664,0.922854829,0.990539369,0.200903556,0,0,1,0.038834951,0.11407767,0.189320388,0.218446602,0.313106796,0.097087379,0.009708738,0.774509804,0.048543689,0.538834951,0.053398058,0.975728155,0.805825243,0.039215686,0.090686275,0.888349515,0.087378641,0.075242718,0.04368932,0.106796117,0.669902913,1,0.077669903,0.504854369,0.145631068,0.101941748,0.007281553,0.995145631,0.014563107,0.131067961,0.995145631,0.325242718,0.733009709,0.089805825,0.718446602,0.22815534,0.563106796,0.184466019,0.165048544,0.019417476,0.912621359,0.033980583,0.538834951,0.783980583,0.398058252,0.349514563,0.082524272,0.014563107,0.674757282,0.182038835,0.17961165,0,0.170891633,0.538834951,0.514563107,0.45601918,0.450206311,0.221662677,0.04368932,0.537135922,0.377184466
122,009603,11001009603,0.999899137,0.977709057,0.708063146,0.098182781,0.3111891,0.999899137,0.999899137,0.62990068,0.999666734,0.706035042,0.999899137,0.000100863,0.061980027,0.2445,0.452,0.45092936,0.615509967,0.988906442,0.409224067,0,0.995785925,0.846747949,0.999899137,0.863141998,0.999899137,0.999899137,0.776857977,0.000100863,0.999899137,0.999899137,0.220844995,0.203223609,0.731731857,0.743118393,0.872859342,1,0.921155112,0.290100877,0.978107018,0.537042421,0.524950755,0.417475728,0.723300971,0.54368932,0.514563107,0.776699029,0.800970874,0.441747573,0.019607843,0.373786408,0.233009709,0.495145631,0.359223301,0.378640777,0.441176471,0.946078431,0.383495146,0.611650485,0.563106796,0.296116505,0.106796117,0.868932039,0.029126214,0.640776699,0.737864078,0.718446602,0.737864078,0.538834951,0.514563107,0.587378641,0.762135922,0.354368932,0.334951456,0.699029126,0.796116505,0.451456311,0.686893204,0.368932039,0.495145631,0.762135922,0.233009709,0.048543689,0.553398058,0.233009709,0.279126214,0.587378641,0.160194175,0.796116505,0.67961165,0.689320388,0.150485437,0.446601942,0,0.51518418,0.233009709,0.427184466,0.537347706,0.348033981,0.608262514,0.631067961,0.539805825,0.371213592
123,000501,11001000501,0.999899276,0.130073855,0.14151901,0.017677891,0,0.808399027,0.999899276,0.972933784,0.740008992,0.892018779,0.999899276,0.008423351,0.48197353,0.313555992,0.036935167,0.944330873,0.293808797,0.999899276,0.551072594,0.129363072,0.970177074,0.944791046,0.998752312,0.217068759,0.988024861,0.014073231,0.563648231,0.000100724,0.981142204,0.287746397,0.583157628,0.439111779,0.981487714,0.773578935,0.95313038,0.849332295,0.999938389,0.169436604,0.661034131,0.915709446,0.862831964,0.441747573,0.344660194,0.184466019,0.266990291,0.313106796,0.480582524,0.466019417,0.87254902,0.150485437,0.776699029,0.514563107,0.631067961,0.868932039,0.56372549,0.43627451,0.893203883,0.131067961,0.762135922,0.402912621,0.703883495,0.053398058,0.72815534,0.451456311,0.262135922,0.504854369,0.208737864,0.378640777,0.495145631,0.315533981,0.242718447,0.922330097,0.475728155,0.932038835,0.854368932,0.713592233,0.121359223,0.640776699,0.09223301,0.631067961,0.427184466,0.504854369,0.203883495,0.776699029,0.827669903,0.868932039,0.577669903,0.276699029,0.291262136,0.941747573,0.36407767,0.684466019,0,0.375574672,0.776699029,0.572815534,0.690533981,0.518825243,0.318092597,0.297330097,0.647087379,0.43407767
124,003302,11001003302,0.999893765,0.723805052,0.999893765,0.243942572,0.241292035,0.999893765,0.999893765,0.948529412,0.999893765,0.708826206,0.999893765,0.000106235,0.003648892,0.110453649,0.000986193,0.066897348,0.845501019,0.999893765,0.999893765,0.001273241,0.992489673,0.942731791,0.999893765,0.035138386,0.999893765,0.999893765,0.999893765,0.000106235,0.999893765,0.999893765,0.182286507,0.999893765,0,0.567721244,0.984225363,1,0.823949034,0.389159774,0.086083866,0.999893765,0.596005489,0.174757282,0.597087379,0.830097087,0.844660194,0.752427184,0.67961165,0.208737864,0.725490196,0.422330097,0.237864078,0.276699029,0.54368932,0.116504854,0.200980392,0.191176471,0.053398058,0.898058252,0.631067961,0.781553398,0.242718447,0.582524272,0.684466019,0.5,0.09223301,0.597087379,0.601941748,0.786407767,0.742718447,0.40776699,0.650485437,0.242718447,0.815533981,0.133495146,0.432038835,0.90776699,0.686893204,0.194174757,0.825242718,0.402912621,0.572815534,0.072815534,0.611650485,0.237864078,0.046116505,0.014563107,0.849514563,0.606796117,0.451456311,0.516990291,0.339805825,0.32038835,0,0.537178755,0.237864078,0.410194175,0.140514944,0.660330097,0.501224216,0.468446602,0.509708738,0.428106796
125,008402,11001008402,0.999904,0.999904,0.999904,0.226356,0,0.999904,0.999904,0.892059,0.999904,0.795242,0.999904,9.6E-05,0.090581,0.373984,0.060298,0.061913,0.820879,0.35767,0.999904,0.231234,0.975904,0.920788,0.999904,0.207373,0.999904,0.999904,0.999904,9.6E-05,0.999904,0.111419,0.197786,0.999904,0,0.669034,0.849372,1,0.989755,0.410614,0,0.999904,0.737658,0.893204,0.92233,0.970874,0.830097,0.313107,0.927184,0.893204,0.47549,0.907767,0.466019,0.893204,0.106796,0.495146,0.691176,0.558824,0.033981,0.878641,0.286408,0.936893,0.864078,0.097087,0.402913,0.907767,0.242718,0.927184,0.927184,0.936893,0.11165,0.898058,0.194175,0.305825,0.951456,0.133495,0.669903,0.373786,0.686893,0.553398,0.88835,0.165049,0.917476,0.160194,0.941748,0.466019,0.699029,0.378641,0.635922,0.941748,0.776699,0.572816,0.645631,0.820388,0,0.793854,0.466019,0.5,0.444782,0.539772,0.748432,0.722087,0.519903,0.534806
126,009602,11001009602,0.951800891,0.101634844,0.027435494,0.100384156,0.610184754,0.387714342,0.951585613,0.77742376,0.185180939,0.653393665,0.870000626,0.189618729,0.004123622,0.48539823,0.127433628,0.993210866,0.34092902,0.855875768,0.322904095,0.068685837,0.9890625,0.879092196,0.37091753,0.325216354,0.949073745,0.752913503,0.248992888,0.198962277,0.915858233,0.645353345,0.268870694,0,0.982208099,0.519886361,0.860603573,0.577661273,1,0.171816476,0.187400613,0.454680696,0.93301765,0.082524272,0.315533981,0.09223301,0.524271845,0.883495146,0.257281553,0.121359223,0.205882353,0.019417476,0.131067961,0.111650485,0.752427184,0.121359223,0.818627451,0.710784314,0.951456311,0.17961165,0.480582524,0.194174757,0.533980583,0.373786408,0.09223301,0.140776699,0.344660194,0.45631068,0.398058252,0.174757282,0.893203883,0.247572816,0.417475728,0.514563107,0.080097087,0.936893204,0.189320388,0.393203883,0.04368932,0.825242718,0.101941748,0.441747573,0.184466019,0.689320388,0.116504854,0.131067961,0.298543689,0.810679612,0.033980583,0.252427184,0.281553398,0.075242718,0.315533981,0.038834951,1,0.281824672,0.131067961,0.432038835,0.650556825,0.264262136,0.306303995,0.290048544,0.373300971,0.424417476
127,000802,11001000802,0.959656072,0.022374833,0.605814553,0,0,0.276227253,0.957692242,0.898760331,0.956177387,0.927915194,0.785130942,0.597056896,0.302235505,0.327427822,0,0.899689994,0.297093879,0,0.295669823,0,0.988114533,0.967478216,0.436285686,0.453053433,0.376265858,0,0.362335336,0.7984171,0.630020529,0,0.60866373,0.05525821,0.849393318,0.526006864,0.803239579,0.933075617,1,0.197995444,0,0.748735302,1,0.087378641,0.266990291,0.461165049,0.097087379,0.313106796,0.203883495,0.126213592,0.495098039,0.286407767,0.927184466,0.097087379,0.898058252,0.737864078,0.588235294,0.090686275,0.844660194,0.13592233,0.075242718,0.17961165,0.106796117,0.334951456,0.912621359,0.165048544,0.461165049,0.213592233,0.101941748,0.266990291,0.990291262,0.121359223,0.063106796,0.936893204,0.218446602,0.800970874,0.223300971,0.310679612,0.237864078,0.825242718,0.165048544,0.165048544,0.32038835,0.912621359,0.082524272,0.927184466,0.645631068,0.640776699,0.247572816,0.199029126,0.063106796,0.436893204,0.475728155,0.334951456,0,0.228455168,0.927184466,0.497572816,0.56536146,0.406555825,0.279720351,0.106796117,0.49223301,0.466407767
128,001301,11001001301,0.706982432,0.005794648,0,0.031124002,0,0.015619105,0.39782752,0.858625803,0.076587931,0.834706488,0.414762602,0.815428378,0.617214377,0.322867854,0,0.995296014,0.052354217,0.230929132,0.078848977,0,0.98975016,0.985188827,0.167927072,0.619531736,0.296768629,0.000153598,0.087620125,0.624503498,0.252132826,0.000135994,0.814667681,0.339902584,0.735232568,0.50561073,0.982400252,0.963105781,1,0.199364329,0,0.362106322,0.977460079,0.029126214,0.237864078,0.024271845,0.300970874,0.313106796,0.063106796,0.014563107,0.392156863,0.009708738,0.645631068,0.014563107,0.941747573,0.946601942,0.583333333,0.090686275,0.961165049,0.009708738,0.252427184,0.048543689,0.106796117,0.398058252,0.995145631,0.101941748,0.616504854,0.189320388,0.203883495,0.063106796,0.985436893,0.067961165,0.126213592,1,0.422330097,0.703883495,0.121359223,0.873786408,0.291262136,0.825242718,0.169902913,0.165048544,0.160194175,0.786407767,0.024271845,0.645631068,0.538834951,0.800970874,0.300970874,0.150485437,0.046116505,0.810679612,0.266990291,0.286407767,0,0.145855939,0.645631068,0.47815534,0.64544665,0.434582524,0.253712486,0.082524272,0.583009709,0.40684466
