"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","DC","District of Columbia","District of Columbia","11001","11001004300","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","2.1",,,"1.8","2.4","4,436","4,151","POINT (-77.0341511 38.916804)","11001004300","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001008200","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.3",,,"8.2","10.4","2,695","2,360","POINT (-77.000604 38.8918309)","11001008200","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2022","DC","District of Columbia","District of Columbia","11001","11001000501","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","74.2",,,"70.1","78.0","3,829","3,470","POINT (-77.051434 38.9264548)","11001000501","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001007409","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","20.8",,,"17.6","24.1","3,835","2,579","POINT (-76.975165 38.8445818)","11001007409","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001002501","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","9.9",,,"8.1","11.8","2,688","2,190","POINT (-77.0317348 38.9446515)","11001002501","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001003100","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","36.5",,,"32.5","40.8","3,873","3,329","POINT (-77.0254235 38.930617)","11001003100","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","DC","District of Columbia","District of Columbia","11001","11001008701","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","6.2",,,"5.3","7.2","2,814","2,404","POINT (-77.0062645 38.9141018)","11001008701","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","DC","District of Columbia","District of Columbia","11001","11001001500","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","5.6",,,"4.8","6.5","6,156","4,542","POINT (-77.0558797 38.9741576)","11001001500","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2022","DC","District of Columbia","District of Columbia","11001","11001002600","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","4.6",,,"3.8","5.6","2,592","2,021","POINT (-77.0404553 38.9464323)","11001002600","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001001303","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","2.2",,,"2.0","2.5","3,763","3,449","POINT (-77.0589323 38.9446266)","11001001303","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","DC","District of Columbia","District of Columbia","11001","11001003400","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.5",,,"10.1","12.9","5,120","4,747","POINT (-77.0177044 38.9221674)","11001003400","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","DC","District of Columbia","District of Columbia","11001","11001000702","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","29.1",,,"25.4","33.1","3,452","3,175","POINT (-77.077893 38.9241271)","11001000702","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001000502","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","5.1",,,"4.1","6.4","3,418","2,972","POINT (-77.0595624 38.9283547)","11001000502","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001009204","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","18.6",,,"15.9","21.5","2,889","2,225","POINT (-76.9987071 38.9234161)","11001009204","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001007901","BRFSS","Disability","Any disability among adults","%","Crude prevalence","26.9",,,"22.5","31.5","4,148","3,165","POINT (-76.9804319 38.8965543)","11001007901","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007605","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","6.8",,,"5.5","8.0","3,663","2,862","POINT (-76.9752566 38.8660433)","11001007605","HLTHOUT","COPD","CrdPrv","COPD"
"2023","DC","District of Columbia","District of Columbia","11001","11001000704","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","17.4",,,"14.8","20.3","2,753","2,430","POINT (-77.0752384 38.9300215)","11001000704","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001000102","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","38.0",,,"33.8","42.4","3,417","2,929","POINT (-77.0620045 38.905422)","11001000102","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001008301","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","12.6",,,"11.0","14.5","3,220","2,781","POINT (-77.0008008 38.8970373)","11001008301","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001002704","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","21.5",,,"16.8","27.0","2,993","2,480","POINT (-77.0427534 38.9345766)","11001002704","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001007202","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","5.8",,,"4.8","7.4","4,303","4,152","POINT (-77.0070741 38.8786426)","11001007202","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001002600","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","2.9",,,"2.5","3.3","2,592","2,021","POINT (-77.0404553 38.9464323)","11001002600","HLTHOUT","STROKE","CrdPrv","Stroke"
"2022","DC","District of Columbia","District of Columbia","11001","11001007304","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","30.8",,,"26.0","35.5","4,410","3,210","POINT (-76.9855591 38.8417979)","11001007304","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001002704","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","12.9",,,"11.0","14.9","2,993","2,480","POINT (-77.0427534 38.9345766)","11001002704","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001009509","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","7.0",,,"5.7","8.4","3,194","2,643","POINT (-76.9950319 38.949214)","11001009509","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001009503","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","24.4",,,"21.2","27.7","3,106","2,532","POINT (-76.9845276 38.9434458)","11001009503","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001003702","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","7.6",,,"6.4","9.0","2,906","2,421","POINT (-77.0343972 38.9249042)","11001003702","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001001301","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","5.8",,,"4.6","7.3","4,160","3,452","POINT (-77.0520508 38.9519215)","11001001301","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001002703","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","1.6",,,"1.5","1.9","2,614","2,264","POINT (-77.0397435 38.9334921)","11001002703","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","DC","District of Columbia","District of Columbia","11001","11001003301","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","1.5",,,"1.3","1.8","3,824","3,325","POINT (-77.0114293 38.9204778)","11001003301","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2022","DC","District of Columbia","District of Columbia","11001","11001005303","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","3.2",,,"2.6","3.9","3,215","3,066","POINT (-77.0391656 38.909613)","11001005303","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001008802","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.1",,,"9.8","12.5","4,360","3,741","POINT (-76.9866786 38.9039498)","11001008802","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","DC","District of Columbia","District of Columbia","11001","11001005900","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","9.4",,,"7.2","12.1","2,617","2,543","POINT (-77.0149475 38.8959944)","11001005900","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","DC","District of Columbia","District of Columbia","11001","11001002801","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","15.4",,,"12.0","19.1","4,398","3,721","POINT (-77.0345166 38.9349477)","11001002801","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","DC","District of Columbia","District of Columbia","11001","11001007708","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","33.8",,,"27.3","41.1","2,574","1,900","POINT (-76.9606349 38.8871944)","11001007708","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001002102","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","8.0",,,"6.7","9.6","5,099","3,984","POINT (-77.0142356 38.9557854)","11001002102","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001000804","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","91.2",,,"89.4","92.6","3,832","3,035","POINT (-77.0918347 38.9221746)","11001000804","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2022","DC","District of Columbia","District of Columbia","11001","11001005900","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","75.8",,,"71.8","79.3","2,617","2,543","POINT (-77.0149475 38.8959944)","11001005900","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2023","DC","District of Columbia","District of Columbia","11001","11001008302","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","18.9",,,"14.7","23.9","3,026","2,557","POINT (-76.9966527 38.8963061)","11001008302","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001003100","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","9.8",,,"8.2","11.6","3,873","3,329","POINT (-77.0254235 38.930617)","11001003100","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009603","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","17.3",,,"14.5","20.2","3,971","3,034","POINT (-76.9477195 38.8918285)","11001009603","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","DC","District of Columbia","District of Columbia","11001","11001002900","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","7.0",,,"5.9","8.2","4,443","3,811","POINT (-77.0299131 38.9338478)","11001002900","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2022","DC","District of Columbia","District of Columbia","11001","11001003801","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","26.6",,,"21.8","31.7","1,800","1,642","POINT (-77.0389415 38.9197759)","11001003801","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","DC","District of Columbia","District of Columbia","11001","11001009400","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","92.4",,,"90.8","93.8","4,424","3,564","POINT (-76.9742464 38.9368061)","11001009400","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2022","DC","District of Columbia","District of Columbia","11001","11001009801","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","26.8",,,"23.2","30.6","1,848","1,419","POINT (-76.9963306 38.8328939)","11001009801","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001002704","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","10.4",,,"8.1","13.2","2,993","2,480","POINT (-77.0427534 38.9345766)","11001002704","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001001901","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","8.5",,,"7.3","9.9","4,206","3,316","POINT (-77.0236327 38.9646853)","11001001901","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","DC","District of Columbia","District of Columbia","11001","11001007408","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","18.1",,,"15.6","20.5","2,867","1,884","POINT (-76.9706266 38.8525662)","11001007408","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001007808","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","20.8",,,"17.2","24.6","3,792","2,833","POINT (-76.9192026 38.8922212)","11001007808","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001006801","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","6.6",,,"5.5","8.1","2,238","1,858","POINT (-76.9801087 38.8877413)","11001006801","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001007603","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","15.1",,,"11.6","19.1","4,185","3,503","POINT (-76.9585469 38.859109)","11001007603","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001003801","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","3.2",,,"2.7","3.8","1,800","1,642","POINT (-77.0389415 38.9197759)","11001003801","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001005202","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","5.7",,,"4.8","6.8","3,408","3,167","POINT (-77.0344946 38.911127)","11001005202","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001004002","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","8.3",,,"7.1","10.3","3,291","3,095","POINT (-77.0437209 38.9181186)","11001004002","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001002400","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","3.4",,,"2.8","4.1","4,095","3,488","POINT (-77.0224058 38.9417822)","11001002400","HLTHOUT","COPD","CrdPrv","COPD"
"2023","DC","District of Columbia","District of Columbia","11001","11001007504","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","4.4",,,"3.8","5.1","2,730","1,960","POINT (-76.9796257 38.8609955)","11001007504","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001003200","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","7.7",,,"6.4","9.1","5,099","4,250","POINT (-77.0211591 38.9322375)","11001003200","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001005003","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","7.6",,,"5.4","11.0","2,143","2,058","POINT (-77.0307609 38.9074041)","11001005003","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","DC","District of Columbia","District of Columbia","11001","11001001804","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","12.8",,,"11.3","14.3","5,500","4,129","POINT (-77.0304334 38.9670945)","11001001804","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001008803","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","7.2",,,"6.0","8.6","4,036","3,569","POINT (-76.9913622 38.9104603)","11001008803","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001005302","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","5.2",,,"4.7","5.7","2,518","2,339","POINT (-77.0386443 38.9124517)","11001005302","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001008903","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","19.0",,,"16.4","21.5","3,062","2,404","POINT (-76.977718 38.9041579)","11001008903","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001003802","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","5.3",,,"4.5","6.2","3,911","3,546","POINT (-77.0393505 38.922971)","11001003802","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001004001","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","73.2",,,"68.7","77.6","3,941","3,596","POINT (-77.0462674 38.9208738)","11001004001","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","DC","District of Columbia","District of Columbia","11001","11001007503","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","21.0",,,"17.7","24.6","2,528","1,808","POINT (-76.98709 38.8640724)","11001007503","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001009505","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","18.1",,,"15.0","21.6","3,796","3,118","POINT (-77.0051999 38.9618925)","11001009505","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001009700","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","23.9",,,"20.0","28.5","3,188","2,414","POINT (-76.9870248 38.8354183)","11001009700","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001003100","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","5.9",,,"4.6","7.6","3,873","3,329","POINT (-77.0254235 38.930617)","11001003100","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001006400","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","32.5",,,"26.4","39.2","2,481","2,042","POINT (-77.0114342 38.8688572)","11001006400","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2022","DC","District of Columbia","District of Columbia","11001","11001000802","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","26.6",,,"21.9","31.5","3,327","2,669","POINT (-77.0896118 38.9126765)","11001000802","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","DC","District of Columbia","District of Columbia","11001","11001004201","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","1.9",,,"1.7","2.2","3,548","3,398","POINT (-77.0388456 38.9162076)","11001004201","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2023","DC","District of Columbia","District of Columbia","11001","11001003701","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","6.9",,,"5.9","8.1","2,916","2,536","POINT (-77.0342887 38.9214487)","11001003701","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001004702","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","4.0",,,"3.3","5.2","3,934","3,715","POINT (-77.0136108 38.9008601)","11001004702","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007809","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","32.9",,,"26.1","39.6","3,155","2,391","POINT (-76.9321955 38.9015402)","11001007809","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","DC","District of Columbia","District of Columbia","11001","11001007605","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","24.5",,,"21.4","27.7","3,663","2,862","POINT (-76.9752566 38.8660433)","11001007605","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001000300","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","2.5",,,"2.2","2.9","6,161","5,081","POINT (-77.0748728 38.9179099)","11001000300","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2023","DC","District of Columbia","District of Columbia","11001","11001005302","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","16.7",,,"14.1","19.6","2,518","2,339","POINT (-77.0386443 38.9124517)","11001005302","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2022","DC","District of Columbia","District of Columbia","11001","11001007603","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","71.5",,,"67.2","75.3","4,185","3,503","POINT (-76.9585469 38.859109)","11001007603","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2023","DC","District of Columbia","District of Columbia","11001","11001006804","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","13.9",,,"11.9","15.9","2,429","2,413","POINT (-76.9704836 38.8863842)","11001006804","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2022","DC","District of Columbia","District of Columbia","11001","11001001304","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","2.9",,,"2.3","3.6","4,018","3,831","POINT (-77.0554702 38.9367508)","11001001304","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001009509","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","34.0",,,"30.1","37.8","3,194","2,643","POINT (-76.9950319 38.949214)","11001009509","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2022","DC","District of Columbia","District of Columbia","11001","11001005003","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","70.7",,,"66.1","74.8","2,143","2,058","POINT (-77.0307609 38.9074041)","11001005003","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001007203","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","1.5",,,"1.3","1.7","3,748","3,307","POINT (-76.9994857 38.8781777)","11001007203","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001000703","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","7.0",,,"6.0","8.2","3,022","2,742","POINT (-77.0790462 38.9290941)","11001000703","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009507","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","18.5",,,"15.9","21.4","1,525","1,243","POINT (-76.9977787 38.9584945)","11001009507","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001005801","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","6.9",,,"5.9","8.0","1,672","1,570","POINT (-77.0205095 38.8975634)","11001005801","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","DC","District of Columbia","District of Columbia","11001","11001003600","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","9.5",,,"8.4","10.7","4,775","4,211","POINT (-77.0296273 38.9236744)","11001003600","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2022","DC","District of Columbia","District of Columbia","11001","11001009507","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","12.8",,,"10.4","15.4","1,525","1,243","POINT (-76.9977787 38.9584945)","11001009507","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001001500","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","9.6",,,"7.7","11.9","6,156","4,542","POINT (-77.0558797 38.9741576)","11001001500","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001001301","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","17.8",,,"15.1","20.8","4,160","3,452","POINT (-77.0520508 38.9519215)","11001001301","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001007807","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.5",,,"75.6","83.2","2,114","1,622","POINT (-76.9210632 38.8985783)","11001007807","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2022","DC","District of Columbia","District of Columbia","11001","11001001304","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","78.3",,,"72.0","83.6","4,018","3,831","POINT (-77.0554702 38.9367508)","11001001304","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","DC","District of Columbia","District of Columbia","11001","11001003500","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","6.3",,,"4.9","8.0","4,801","4,489","POINT (-77.024341 38.9223765)","11001003500","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001007803","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","31.8",,,"26.2","37.4","4,590","3,540","POINT (-76.9407751 38.8962674)","11001007803","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001005503","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","4.2",,,"3.7","4.8","2,492","2,330","POINT (-77.0523495 38.9062488)","11001005503","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007201","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","18.4",,,"15.6","21.7","2,985","2,786","POINT (-76.9999179 38.8738481)","11001007201","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
